,location,bath,price,BHK,total_sqft_new
12040,Yelahanka,2.0,67.77,2,1175.0
12163,Yelahanka,1.0,33.0,1,602.0
12218,Yelahanka,2.0,77.0,2,1315.0
12236,Yelahanka,3.0,61.0,3,1430.0
12433,Yelahanka,1.0,25.0,1,567.0
12663,Yelahanka,2.0,45.0,2,1045.0
12699,Yelahanka,2.0,30.0,1,602.0
12767,Yelahanka,2.0,66.0,2,1362.0
12937,Yelahanka,2.0,55.0,2,1180.0
12997,Yelahanka,2.0,78.19,2,1360.0
13011,Yelahanka,2.0,44.0,2,1025.0
816,Yelahanka New Town,1.0,33.0,1,650.0
1235,Yelahanka New Town,1.0,20.0,1,500.0
1428,Yelahanka New Town,1.0,16.5,1,440.0
2968,Yelahanka New Town,3.0,92.0,3,1610.0
3248,Yelahanka New Town,3.0,90.0,3,1700.0
3741,Yelahanka New Town,1.0,13.5,1,350.0
4568,Yelahanka New Town,3.0,80.0,3,1541.0
5407,Yelahanka New Town,2.0,65.0,2,1385.0
6339,Yelahanka New Town,2.0,24.0,1,500.0
7231,Yelahanka New Town,1.0,16.0,1,450.0
7268,Yelahanka New Town,3.0,80.0,3,1599.0
7311,Yelahanka New Town,2.0,50.0,2,960.0
7486,Yelahanka New Town,3.0,109.0,4,2095.0
8544,Yelahanka New Town,2.0,65.0,3,1209.0
8670,Yelahanka New Town,2.0,80.0,3,1400.0
8994,Yelahanka New Town,1.0,18.0,1,500.0
9323,Yelahanka New Town,2.0,75.0,3,1420.0
9983,Yelahanka New Town,3.0,125.0,3,2437.0
10689,Yelahanka New Town,1.0,20.0,1,488.0
10708,Yelahanka New Town,2.0,58.0,2,1100.0
11074,Yelahanka New Town,1.0,31.0,2,860.0
11625,Yelahanka New Town,2.0,44.0,2,1000.0
11715,Yelahanka New Town,2.0,61.5,3,1426.0
13078,Yelahanka New Town,2.0,70.0,2,1290.0
13175,Yelahanka New Town,2.0,48.0,3,1000.0
432,Yelenahalli,2.0,47.12,2,1240.0
1203,Yelenahalli,2.0,46.17,2,1200.0
5211,Yelenahalli,3.0,61.37,3,1600.0
5455,Yelenahalli,2.0,47.88,2,1260.0
6187,Yelenahalli,2.0,57.0,3,1500.0
9454,Yelenahalli,2.0,45.6,2,1200.0
11530,Yelenahalli,2.0,46.17,2,1200.0
12526,Yelenahalli,2.0,44.08,2,1160.0
100,Yeshwanthpur,3.0,138.0,3,2502.0
392,Yeshwanthpur,3.0,108.0,3,1693.0
763,Yeshwanthpur,1.0,36.85,1,667.0
825,Yeshwanthpur,4.0,130.0,4,1950.0
993,Yeshwanthpur,1.0,36.85,1,665.0
1074,Yeshwanthpur,2.0,64.08,2,1161.0
1076,Yeshwanthpur,3.0,141.0,3,2557.0
1402,Yeshwanthpur,3.0,100.0,3,1850.0
2026,Yeshwanthpur,1.0,36.85,1,671.0
2399,Yeshwanthpur,1.0,36.85,1,668.0
2435,Yeshwanthpur,2.0,75.84,2,1185.0
3403,Yeshwanthpur,3.0,141.0,3,2559.0
3435,Yeshwanthpur,1.0,36.85,1,673.0
3468,Yeshwanthpur,2.0,49.475,2,717.0
3538,Yeshwanthpur,5.0,220.0,4,3600.0
3615,Yeshwanthpur,2.0,64.08,2,1168.0
4289,Yeshwanthpur,1.0,41.745,1,605.0
4368,Yeshwanthpur,2.0,76.18,3,1382.0
4398,Yeshwanthpur,1.0,36.85,1,669.0
4408,Yeshwanthpur,2.0,76.18,3,1385.0
5133,Yeshwanthpur,2.0,63.0,2,1200.0
5362,Yeshwanthpur,3.0,92.13,3,1679.0
5384,Yeshwanthpur,1.0,36.85,1,670.0
5812,Yeshwanthpur,2.0,76.18,3,1381.0
6320,Yeshwanthpur,3.0,92.13,3,1678.0
6535,Yeshwanthpur,2.0,80.0,2,1240.0
6921,Yeshwanthpur,3.0,110.0,3,1713.0
7214,Yeshwanthpur,2.0,67.0,2,1144.0
7615,Yeshwanthpur,3.0,138.0,3,2501.0
8431,Yeshwanthpur,1.0,36.8,1,666.0
8843,Yeshwanthpur,3.0,138.0,3,2504.0
8940,Yeshwanthpur,2.0,64.08,2,1163.0
9182,Yeshwanthpur,2.0,64.08,2,1165.0
9533,Yeshwanthpur,2.0,76.18,3,1384.0
9575,Yeshwanthpur,2.0,54.67,1,994.0
9618,Yeshwanthpur,1.0,40.0,1,650.0
10142,Yeshwanthpur,3.0,100.0,3,1500.0
10231,Yeshwanthpur,2.0,64.08,2,1167.0
10445,Yeshwanthpur,2.0,64.08,2,1164.0
10460,Yeshwanthpur,3.0,85.0,3,1520.0
10480,Yeshwanthpur,3.0,92.13,3,1677.0
10608,Yeshwanthpur,1.0,36.85,1,674.0
10769,Yeshwanthpur,2.0,76.18,3,1383.0
10874,Yeshwanthpur,1.0,36.85,1,672.0
11255,Yeshwanthpur,2.0,64.08,2,1162.0
11416,Yeshwanthpur,2.0,64.08,2,1166.0
11785,Yeshwanthpur,3.0,108.0,3,1692.0
11898,Yeshwanthpur,2.0,64.08,2,1169.0
12380,Yeshwanthpur,3.0,138.0,3,2500.0
12489,Yeshwanthpur,2.0,64.08,2,1160.0
12627,Yeshwanthpur,3.0,92.13,3,1676.0
12850,Yeshwanthpur,3.0,138.0,3,2503.0
13309,Yeshwanthpur,3.0,92.13,3,1675.0
19,other,2.0,48.0,2,1100.0
24,other,1.0,25.25,1,510.0
25,other,3.0,56.0,3,1250.0
42,other,1.0,38.0,1,600.0
49,other,2.0,36.0,2,869.0
50,other,2.0,50.0,2,1270.0
59,other,2.0,45.0,2,840.0
60,other,3.0,240.0,3,4395.0
61,other,2.0,55.0,2,845.0
77,other,3.0,205.0,3,2511.0
80,other,2.0,105.0,3,1660.0
92,other,2.0,70.0,3,1450.0
98,other,2.0,65.0,2,1200.0
99,other,3.0,90.0,3,1200.0
103,other,2.0,43.0,2,1007.0
104,other,2.0,50.0,2,1200.0
105,other,2.0,49.9,2,966.0
108,other,2.0,55.68,2,782.0
110,other,3.0,120.0,3,1800.0
111,other,2.0,75.0,3,1413.0
127,other,2.0,54.0,2,945.0
130,other,3.0,110.0,3,1870.0
139,other,2.0,85.05,3,1260.0
153,other,4.0,235.0,3,2795.0
160,other,2.0,48.0,3,1350.0
162,other,3.0,150.0,3,1904.0
166,other,2.0,75.0,3,1425.0
169,other,2.0,70.0,3,1470.0
175,other,3.0,100.0,3,1500.0
186,other,2.0,55.7,2,1340.0
197,other,3.0,115.0,3,1783.0
201,other,2.0,70.0,3,912.0
208,other,2.0,43.5,2,1207.0
212,other,3.0,89.0,3,1798.0
214,other,3.0,100.0,3,1580.0
218,other,3.0,78.0,3,1415.0
222,other,4.0,75.5,4,2000.0
227,other,2.0,115.0,2,1500.0
231,other,2.0,60.0,2,1148.0
232,other,2.0,55.0,2,1110.0
235,other,2.0,65.0,3,1500.0
236,other,2.0,39.0,2,1080.0
239,other,2.0,60.0,2,1060.0
241,other,8.0,180.0,8,2600.0
243,other,3.0,84.0,3,1644.0
244,other,2.0,72.5,2,1285.0
248,other,3.0,280.0,3,4050.0
251,other,2.0,55.0,2,1060.0
254,other,2.0,69.0,2,1280.0
259,other,3.0,170.0,3,3045.0
268,other,1.0,26.0,2,700.0
277,other,4.0,250.0,4,4111.0
288,other,2.0,50.0,2,1084.0
297,other,2.0,47.0,2,950.0
298,other,4.0,120.0,4,2000.0
311,other,3.0,115.0,3,1560.0
319,other,2.0,51.0,2,1113.0
327,other,2.0,55.0,2,1200.0
330,other,3.0,95.0,3,1645.0
339,other,2.0,79.0,2,1200.0
340,other,2.0,48.0,2,1230.0
348,other,3.0,150.0,3,1800.0
352,other,3.0,75.0,3,1592.0
356,other,3.0,125.0,3,1762.0
357,other,2.0,50.0,2,950.0
361,other,3.0,90.0,3,1200.0
386,other,3.0,79.0,3,1629.0
394,other,2.0,58.0,2,1460.0
415,other,3.0,88.0,3,1760.0
428,other,2.0,55.0,2,1069.0
436,other,3.0,55.0,3,1450.0
437,other,3.0,68.29,3,1630.0
462,other,2.0,30.0,2,850.0
476,other,2.0,62.0,2,1200.0
477,other,4.0,235.0,4,4800.0
478,other,2.0,74.0,2,1200.0
484,other,3.0,56.0,3,1464.0
486,other,4.0,99.0,4,2000.0
489,other,3.0,120.0,3,1753.0
495,other,2.0,53.0,2,1000.0
500,other,2.0,45.0,2,720.0
502,other,3.0,58.0,3,1300.0
506,other,2.0,40.0,2,1115.0
511,other,1.0,41.0,1,700.0
515,other,4.0,80.0,4,1600.0
520,other,3.0,115.0,3,1595.0
521,other,2.0,110.0,2,1353.0
526,other,2.0,85.0,1,1200.0
531,other,2.0,45.5,2,1028.0
535,other,2.0,48.48,3,1385.0
542,other,2.0,90.0,3,1325.0
555,other,1.0,80.0,2,1800.0
560,other,2.0,80.0,2,1056.0
562,other,2.0,50.0,2,1080.0
569,other,2.0,55.0,2,1160.0
574,other,3.0,120.0,3,1544.0
577,other,2.0,65.0,2,1200.0
581,other,1.0,36.0,1,540.0
588,other,2.0,42.0,2,1180.0
592,other,2.0,115.0,2,1600.0
593,other,1.0,18.5,1,416.0
596,other,2.0,45.0,2,1260.0
597,other,3.0,85.0,3,1630.0
602,other,1.0,60.0,1,834.0
603,other,4.0,70.0,3,1125.0
629,other,3.0,70.0,3,1375.0
633,other,1.0,25.0,1,469.0
638,other,4.0,160.0,6,3600.0
647,other,2.0,52.2,2,1160.0
657,other,3.0,66.0,3,1641.0
668,other,3.0,108.0,3,2072.0
670,other,2.0,70.0,3,1200.0
671,other,3.0,77.0,3,1350.0
673,other,2.0,78.34,3,1180.0
675,other,2.0,115.0,2,1355.0
676,other,1.0,50.0,1,600.0
693,other,3.0,120.0,3,2300.0
694,other,2.0,60.0,2,1240.0
695,other,3.0,120.0,3,1750.0
696,other,2.0,43.48,2,1230.0
701,other,2.0,44.0,2,950.0
709,other,2.0,45.0,2,1045.0
715,other,3.0,62.0,3,1570.0
724,other,3.0,57.0,3,1325.0
729,other,2.0,48.0,2,1202.0
731,other,2.0,62.5,2,1200.0
741,other,1.0,20.03,1,425.0
745,other,2.0,48.0,2,1100.0
755,other,3.0,85.0,3,1750.0
762,other,2.0,55.0,2,775.0
774,other,2.0,58.0,2,1105.0
782,other,1.0,28.0,1,445.0
805,other,2.0,75.0,3,1602.0
821,other,3.0,84.83,3,1780.0
845,other,3.0,95.0,4,1200.0
884,other,3.0,95.0,3,1200.0
885,other,6.0,115.0,7,2500.0
894,other,2.0,69.0,2,1180.0
944,other,2.0,87.0,2,1282.0
949,other,2.0,64.44,3,1611.0
951,other,2.0,95.0,3,1500.0
970,other,1.0,20.0,1,530.0
972,other,2.0,80.0,2,1350.0
991,other,6.0,125.0,8,2400.0
1011,other,2.0,53.0,2,1225.0
1015,other,2.0,62.0,2,1141.0
1021,other,2.0,48.27,2,1175.0
1028,other,1.0,40.0,1,950.0
1037,other,2.0,50.0,2,1209.0
1038,other,5.0,225.0,5,4200.0
1041,other,3.0,90.0,3,1800.0
1042,other,4.0,125.0,5,1600.0
1071,other,2.0,70.0,2,1405.0
1077,other,3.0,90.0,3,1480.0
1084,other,3.0,90.0,3,1600.0
1092,other,3.0,115.0,3,1500.0
1098,other,3.0,125.0,3,1824.0
1100,other,1.0,56.25,1,750.0
1104,other,2.0,42.0,2,1060.0
1123,other,3.0,62.0,3,1500.0
1130,other,2.0,55.0,2,1339.0
1135,other,3.0,75.0,3,1600.0
1136,other,2.0,55.11,2,1225.0
1148,other,2.0,50.0,2,1000.0
1153,other,5.0,400.0,4,6000.0
1170,other,3.0,170.0,3,2400.0
1171,other,2.0,65.0,2,1480.0
1175,other,2.0,98.0,3,1500.0
1206,other,3.0,100.0,3,1500.0
1210,other,2.0,55.0,2,1133.0
1229,other,2.0,40.0,2,856.0
1234,other,3.0,800.0,4,14000.0
1240,other,3.0,62.28,3,1384.0
1247,other,3.0,70.25,3,1508.0
1260,other,4.0,80.0,4,2150.0
1274,other,2.0,62.0,2,1250.0
1278,other,2.0,67.0,2,1050.0
1291,other,3.0,105.0,3,1596.0
1297,other,3.0,80.0,3,1800.0
1301,other,2.0,48.0,2,925.0
1303,other,2.0,63.59,2,1395.0
1324,other,3.0,85.0,3,1200.0
1337,other,2.0,67.0,2,1132.0
1338,other,2.0,63.0,2,1262.0
1340,other,3.0,88.0,3,1515.0
1344,other,3.0,86.06,3,1655.0
1352,other,7.0,299.0,7,5000.0
1354,other,2.0,80.0,2,1380.0
1355,other,3.0,65.0,3,1450.0
1359,other,2.0,54.0,2,1200.0
1363,other,1.0,25.25,1,510.0
1365,other,2.0,47.0,2,1178.0
1382,other,3.0,187.0,3,2200.0
1393,other,4.0,300.0,4,3600.0
1404,other,3.0,76.0,3,1595.0
1412,other,2.0,65.0,2,1093.0
1417,other,2.0,62.0,2,1367.0
1420,other,3.0,95.0,3,1535.0
1432,other,2.0,45.0,2,1015.0
1434,other,2.0,62.7,2,1100.0
1436,other,2.0,45.0,2,930.0
1437,other,2.0,80.0,3,1650.0
1444,other,2.0,46.0,3,1240.0
1454,other,2.0,60.0,2,1100.0
1470,other,2.0,85.0,3,1450.0
1472,other,3.0,166.0,4,2000.0
1483,other,2.0,27.0,2,700.0
1485,other,2.0,45.0,2,1050.0
1489,other,3.0,100.0,3,1756.0
1496,other,3.0,92.0,3,1532.0
1497,other,3.0,110.0,3,1650.0
1502,other,2.0,66.0,2,1200.0
1506,other,2.0,48.0,2,1180.0
1507,other,2.0,122.0,3,1525.0
1509,other,3.0,70.0,3,1435.0
1521,other,2.0,66.0,3,1560.0
1529,other,2.0,42.0,2,1070.0
1534,other,3.0,200.0,4,2400.0
1559,other,2.0,60.0,2,1300.0
1562,other,1.0,180.0,2,3040.0
1572,other,2.0,50.0,3,1310.0
1580,other,4.0,72.0,4,1200.0
1583,other,2.0,68.0,2,1135.0
1585,other,2.0,55.0,2,900.0
1591,other,2.0,62.0,2,1210.0
1596,other,3.0,56.0,3,1464.0
1606,other,3.0,80.0,3,1600.0
1636,other,2.0,50.0,2,1100.0
1638,other,2.0,68.0,2,1269.72
1641,other,3.0,70.0,3,1168.0
1646,other,4.0,155.0,4,2100.0
1647,other,2.0,65.0,2,1300.0
1652,other,3.0,93.93,3,1515.0
1654,other,5.0,85.0,4,2400.0
1657,other,2.0,58.0,2,1243.0
1670,other,3.0,75.0,3,1616.0
1675,other,4.0,214.0,6,2700.0
1692,other,1.0,42.0,1,595.0
1695,other,2.0,67.0,2,1410.0
1700,other,2.0,53.0,2,1254.0
1701,other,7.0,125.0,7,2800.0
1704,other,2.0,86.0,2,1170.0
1715,other,2.0,50.0,2,1000.0
1728,other,2.0,35.0,2,920.0
1733,other,3.0,142.0,4,2400.0
1763,other,3.0,56.0,3,1464.0
1772,other,3.0,85.0,3,2000.0
1781,other,3.0,91.86,3,1670.0
1796,other,3.0,57.0,3,1488.0
1797,other,2.0,80.0,3,1250.0
1843,other,2.0,50.0,2,800.0
1851,other,2.0,58.0,2,1260.0
1862,other,2.0,65.0,2,1250.0
1864,other,2.0,48.0,2,1225.0
1868,other,2.0,80.0,2,1350.0
1871,other,3.0,100.0,3,2000.0
1874,other,3.0,110.0,3,1614.0
1888,other,2.0,73.0,2,1188.0
1905,other,3.0,90.0,3,1480.0
1911,other,2.0,42.0,2,680.0
1912,other,2.0,95.0,2,2400.0
1913,other,2.0,42.0,2,1045.0
1914,other,2.0,53.55,2,955.0
1918,other,2.0,56.87,2,1115.0
1928,other,3.0,75.0,3,1690.0
1932,other,2.0,40.05,2,1068.0
1934,other,3.0,120.0,3,1925.0
1936,other,1.0,26.0,1,650.0
1955,other,2.0,45.0,2,900.0
1960,other,2.0,70.0,3,1550.0
1963,other,2.0,42.0,2,916.0
1965,other,3.0,50.0,3,1358.0
1982,other,2.0,110.0,3,1685.0
1996,other,2.0,33.0,2,850.0
1998,other,3.0,110.0,3,1550.0
2002,other,1.0,20.0,1,500.0
2012,other,3.0,105.0,3,1765.0
2015,other,2.0,70.0,2,1265.0
2017,other,2.0,59.0,2,1012.0
2022,other,4.0,154.0,3,2045.0
2036,other,2.0,25.0,1,581.91
2038,other,2.0,85.0,3,1158.0
2053,other,2.0,51.0,2,925.0
2055,other,2.0,110.0,2,1415.0
2056,other,2.0,60.0,2,1210.0
2072,other,2.0,55.0,2,1100.0
2084,other,3.0,155.0,3,1840.0
2105,other,2.0,60.0,2,824.0
2114,other,2.0,100.0,3,1340.0
2121,other,2.0,110.0,3,1620.0
2134,other,3.0,115.0,3,1533.0
2141,other,3.0,85.0,3,1560.0
2154,other,2.0,48.06,3,1375.0
2160,other,2.0,85.0,3,1375.0
2167,other,2.0,40.0,2,1095.0
2169,other,2.0,60.33,3,1440.0
2172,other,2.0,49.5,2,1200.0
2175,other,2.0,43.0,2,975.0
2187,other,4.0,200.0,5,2800.0
2196,other,2.0,42.0,2,900.0
2200,other,3.0,88.0,3,1500.0
2211,other,2.0,46.0,2,1010.0
2216,other,2.0,76.0,2,1140.0
2221,other,2.0,84.0,2,1198.0
2224,other,2.0,75.0,2,1370.0
2225,other,2.0,55.5,2,1316.0
2227,other,2.0,43.0,2,1050.0
2240,other,7.0,110.0,6,2400.0
2241,other,1.0,55.0,2,1000.0
2245,other,2.0,50.0,2,1200.0
2249,other,2.0,58.27,2,1313.0
2255,other,2.0,42.0,2,936.0
2257,other,1.0,70.0,1,1050.0
2260,other,2.0,80.0,3,1200.0
2263,other,3.0,56.0,3,1464.0
2268,other,2.0,60.0,2,1256.0
2279,other,2.0,37.0,2,1020.0
2283,other,2.0,34.0,2,830.0
2305,other,2.0,62.0,2,1520.0
2308,other,3.0,80.0,3,2300.0
2311,other,1.0,14.0,1,400.0
2329,other,2.0,38.0,2,946.0
2336,other,1.0,43.0,2,860.0
2347,other,2.0,70.0,2,1200.0
2360,other,3.0,80.0,3,1700.0
2364,other,2.0,60.0,2,1100.0
2374,other,2.0,79.0,2,1300.0
2378,other,2.0,48.0,2,1311.0
2381,other,2.0,55.0,3,1400.0
2397,other,3.0,102.0,3,1942.0
2398,other,2.0,53.0,2,1000.0
2418,other,2.0,45.0,2,950.0
2419,other,2.0,52.0,2,1022.0
2425,other,2.0,44.55,2,990.0
2432,other,3.0,85.0,3,1533.0
2450,other,3.0,70.0,3,1475.0
2455,other,2.0,55.0,2,1135.0
2475,other,2.0,110.0,2,1452.55
2476,other,3.0,151.0,3,2357.0
2496,other,3.0,91.72,3,1411.0
2505,other,3.0,44.0,2,1200.0
2514,other,2.0,67.5,2,1350.0
2520,other,3.0,78.0,3,1100.0
2525,other,2.0,43.79,2,1240.0
2533,other,2.0,48.27,2,1175.0
2543,other,4.0,170.0,4,4000.0
2546,other,3.0,120.0,3,1945.0
2554,other,2.0,74.72,3,1465.0
2557,other,1.0,16.0,1,351.0
2565,other,2.0,59.27,3,1360.0
2566,other,2.0,75.0,3,1150.0
2568,other,3.0,74.0,3,1200.0
2572,other,3.0,86.03,3,1229.0
2577,other,2.0,61.0,2,1030.0
2580,other,1.0,32.0,1,600.0
2600,other,3.0,80.0,3,1520.0
2602,other,4.0,240.0,4,3000.0
2603,other,2.0,38.0,2,1050.0
2616,other,2.0,90.0,2,1315.0
2618,other,2.0,72.0,2,1210.0
2621,other,3.0,42.2,3,1215.0
2623,other,4.0,2100.0,4,30000.0
2628,other,3.0,64.0,3,1445.0
2641,other,2.0,68.0,2,1170.0
2661,other,2.0,110.0,2,1600.0
2664,other,1.0,34.01,2,955.0
2670,other,2.0,75.0,3,1370.0
2676,other,2.0,45.0,2,1187.0
2705,other,2.0,38.45,2,1100.0
2709,other,3.0,97.0,3,1700.0
2720,other,3.0,160.0,3,1900.0
2721,other,3.0,55.0,3,1360.0
2722,other,2.0,75.0,2,1100.0
2731,other,3.0,115.0,3,1929.0
2734,other,4.0,214.0,4,3161.0
2741,other,2.0,40.0,2,1020.0
2764,other,2.0,70.0,2,1100.0
2787,other,2.0,56.0,3,1455.0
2788,other,1.0,28.0,1,440.0
2797,other,4.0,255.0,4,4200.0
2798,other,2.0,55.0,2,1200.0
2812,other,1.0,41.0,1,700.0
2813,other,2.0,49.0,3,1300.0
2827,other,2.0,67.0,2,1400.0
2828,other,2.0,53.0,2,1200.0
2831,other,3.0,55.0,3,1535.0
2835,other,3.0,250.0,3,3000.0
2839,other,2.0,61.0,2,1100.0
2867,other,2.0,65.0,3,1360.0
2870,other,2.0,75.0,2,1165.0
2876,other,4.0,75.0,3,1272.0
2877,other,2.0,45.0,2,965.0
2883,other,2.0,65.0,3,1000.0
2889,other,2.0,43.72,2,1121.0
2908,other,2.0,58.0,3,1306.0
2909,other,3.0,185.0,3,2401.0
2928,other,2.0,47.0,2,1225.0
2940,other,1.0,75.0,1,890.0
2945,other,2.0,51.0,2,1110.0
2946,other,2.0,54.0,2,1300.0
2956,other,3.0,100.0,3,1690.0
2974,other,2.0,38.0,2,799.0
2978,other,3.0,61.0,3,1355.0
2980,other,2.0,90.0,2,1350.0
2985,other,3.0,88.0,3,1460.0
2991,other,3.0,95.0,3,1685.0
3006,other,1.0,52.0,1,800.0
3010,other,5.0,280.0,4,4000.0
3032,other,2.0,53.0,2,1100.0
3038,other,4.0,103.0,5,2000.0
3042,other,2.0,54.0,2,1147.0
3050,other,3.0,75.0,3,2100.0
3051,other,2.0,46.5,3,1215.0
3067,other,1.0,31.7,1,461.82
3073,other,2.0,85.0,3,1500.0
3074,other,2.0,50.0,2,1065.0
3085,other,2.0,42.18,2,1205.0
3086,other,2.0,75.0,2,1260.0
3090,other,2.0,50.0,2,1199.0
3126,other,3.0,130.0,3,1950.0
3132,other,2.0,62.17,2,1326.0
3163,other,4.0,345.0,4,4051.0
3188,other,3.0,170.0,3,2100.0
3197,other,3.0,160.0,3,1991.0
3199,other,2.0,61.0,2,1234.0
3213,other,3.0,66.0,3,1200.0
3225,other,2.0,55.0,2,1069.0
3239,other,2.0,105.0,2,1375.0
3242,other,3.0,108.0,3,1693.0
3243,other,2.0,41.75,2,1160.0
3247,other,2.0,45.0,2,900.0
3253,other,2.0,48.0,2,1175.0
3255,other,2.0,50.0,2,1200.0
3261,other,2.0,23.0,2,600.0
3263,other,2.0,70.0,2,1364.0
3265,other,2.0,77.5,3,1150.0
3268,other,2.0,41.0,2,1110.0
3270,other,2.0,49.5,2,1156.0
3272,other,2.0,60.0,2,1058.0
3283,other,2.0,65.0,3,1500.0
3284,other,2.0,65.0,2,1400.0
3301,other,2.0,53.0,2,1166.0
3304,other,2.0,46.0,2,900.0
3306,other,3.0,55.0,3,1190.0
3319,other,3.0,65.0,3,1500.0
3352,other,2.0,73.0,3,1460.0
3361,other,2.0,75.0,3,1080.0
3375,other,2.0,150.0,3,2400.0
3389,other,2.0,75.0,2,1125.0
3394,other,3.0,95.0,3,1596.0
3398,other,3.0,123.0,3,1639.0
3402,other,2.0,37.0,2,920.0
3412,other,2.0,90.0,3,1372.0
3416,other,2.0,40.0,2,885.0
3426,other,2.0,59.6,3,1490.0
3427,other,4.0,99.0,4,1650.0
3429,other,2.0,63.0,2,925.0
3433,other,3.0,95.0,4,1200.0
3439,other,2.0,79.0,2,1200.0
3456,other,3.0,115.0,3,1570.0
3466,other,6.0,130.0,6,2400.0
3467,other,3.0,85.0,3,1680.0
3477,other,2.0,56.0,2,1464.0
3496,other,2.0,50.0,2,1200.0
3497,other,1.0,36.5,1,705.0
3500,other,3.0,77.0,3,1340.0
3501,other,3.0,70.0,3,1800.0
3504,other,2.0,42.0,2,925.0
3505,other,2.0,57.0,2,1230.0
3552,other,2.0,39.5,2,1100.0
3568,other,3.0,270.0,3,3259.0
3588,other,3.0,190.0,4,3200.0
3599,other,2.0,40.0,2,970.0
3608,other,1.0,42.0,1,596.0
3618,other,2.0,70.0,3,1405.0
3619,other,3.0,65.0,3,1800.0
3620,other,3.0,149.0,3,1750.0
3621,other,2.0,65.0,3,1360.0
3623,other,2.0,63.0,2,985.0
3626,other,2.0,88.0,3,1490.0
3627,other,1.0,25.0,2,620.0
3636,other,4.0,255.0,4,4428.0
3642,other,2.0,55.0,2,1301.0
3643,other,1.0,30.0,1,650.0
3645,other,2.0,89.99,3,1500.0
3656,other,1.0,42.0,1,910.0
3664,other,3.0,85.0,3,2000.0
3681,other,1.0,22.49,1,532.0
3682,other,3.0,62.0,3,1060.0
3684,other,2.0,42.0,2,902.0
3702,other,2.0,70.0,3,1374.0
3705,other,4.0,125.0,4,2145.0
3708,other,2.0,55.0,2,1080.0
3713,other,2.0,80.0,2,1000.0
3715,other,2.0,52.6,2,1240.0
3718,other,2.0,97.0,3,1500.0
3722,other,4.0,140.0,3,1865.0
3724,other,2.0,49.0,2,1200.0
3737,other,4.0,245.0,4,3500.0
3738,other,2.0,59.86,2,1203.0
3740,other,3.0,76.0,3,1600.0
3749,other,2.0,40.0,2,1134.0
3755,other,2.0,73.0,3,1320.0
3772,other,2.0,56.1,2,1100.0
3790,other,5.0,120.0,5,2400.0
3797,other,3.0,52.0,2,675.0
3804,other,3.0,139.0,3,1801.0
3809,other,2.0,65.0,3,1350.0
3818,other,2.0,160.0,2,2400.0
3828,other,2.0,75.0,2,1150.0
3831,other,2.0,62.0,3,1400.0
3835,other,2.0,60.0,3,1488.0
3847,other,3.0,82.0,3,1853.0
3848,other,2.0,35.0,2,861.0
3850,other,2.0,62.8,2,1256.0
3851,other,2.0,80.0,3,1390.0
3852,other,2.0,90.0,3,1550.0
3873,other,2.0,39.0,2,1080.0
3882,other,4.0,110.0,4,1500.0
3884,other,3.0,72.0,3,1531.0
3893,other,2.0,55.0,2,1200.0
3903,other,2.0,70.0,2,900.0
3917,other,6.0,70.0,4,1200.0
3944,other,2.0,50.0,1,750.0
3961,other,2.0,85.0,3,1605.0
3971,other,2.0,60.0,2,1205.0
3975,other,3.0,46.14,2,1200.0
3981,other,2.0,44.0,2,1125.0
3982,other,2.0,70.0,2,1200.0
3989,other,3.0,155.0,3,1904.0
3994,other,1.0,39.0,1,813.0
3995,other,4.0,240.0,4,3884.0
4003,other,2.0,97.78,3,1630.0
4007,other,4.0,173.0,4,2425.0
4012,other,2.0,56.0,2,1150.0
4014,other,2.0,49.0,2,1141.0
4020,other,2.0,43.0,2,936.0
4021,other,2.0,75.0,2,1280.0
4028,other,1.0,24.0,1,500.0
4033,other,2.0,50.0,2,1100.0
4037,other,2.0,100.0,2,1200.0
4051,other,2.0,82.0,3,1265.0
4052,other,5.0,150.0,4,3200.0
4053,other,2.0,56.81,2,1196.0
4057,other,3.0,98.0,3,1850.0
4066,other,4.0,150.0,4,2360.0
4067,other,2.0,77.25,2,1030.0
4068,other,1.0,65.01,2,1512.0
4080,other,3.0,160.0,3,2000.0
4083,other,3.0,93.0,3,1575.0
4085,other,2.0,70.0,3,1300.0
4091,other,2.0,50.0,2,975.0
4099,other,2.0,75.0,2,1380.0
4106,other,2.0,45.0,2,1000.0
4117,other,2.0,45.0,2,1080.0
4121,other,3.0,250.0,3,3100.0
4127,other,2.0,100.0,2,1190.0
4128,other,3.0,100.0,3,1827.0
4130,other,3.0,95.0,3,1500.0
4144,other,2.0,63.0,2,1180.0
4149,other,3.0,47.0,3,1300.0
4159,other,2.0,60.0,3,1155.0
4169,other,3.0,68.0,3,1540.0
4171,other,3.0,95.0,3,1645.0
4175,other,2.0,55.0,3,1200.0
4180,other,2.0,65.0,2,1097.0
4202,other,2.0,22.0,2,620.0
4230,other,2.0,75.0,2,1355.0
4236,other,3.0,85.0,3,2000.0
4246,other,2.0,49.75,2,1280.0
4258,other,1.0,160.0,2,4200.0
4278,other,2.0,49.85,2,1215.0
4284,other,2.0,52.0,2,1076.0
4291,other,2.0,150.0,2,2080.0
4295,other,2.0,90.0,2,1505.0
4297,other,3.0,95.75,3,1200.0
4298,other,4.0,148.0,3,1810.0
4302,other,2.0,97.0,3,1530.0
4317,other,3.0,70.0,3,1500.0
